"prioridade";"recomendacao";"esforco";"prontidao_atual";"volume_12m";"tabela";"categoria";"nome_atual";"nome_sugerido";"qtd_derivados";"derivados";"qtd_perguntas";"qtd_bloqueadores";"frases_exemplo";"justificativa";"sys_id"
"baixa";"conversacional_com_ajustes";"medio";"35";"64";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Consulta/aplicação de pagamento";"Enviar comprovante para localizar e aplicar pagamento de título";"0";"";"6";"2";"a consultora pagou o boleto e não baixou | preciso aplicar um pagamento de título | tenho o comprovante de pagamento da parcela, onde envio? | título pago aparece em aberto | consultar pagamento de título da representante";"Intenção clara (enviar comprovante de um título pago para localizar e aplicar o pagamento), mas 25 perguntas: a maior parte vem do set de busca de consultora/representante/franqueado, que tem uma variável por forma de busca. As perguntas do item são boas; ajustar labels, tirar ""status do título"" (a área consulta) e levar o comprovante para o anexo final.";"d3cfa71c1bff99d0d1abda4ce54bcb7d"
"baixa";"conversacional_com_ajustes";"medio";"45";"64";"x_nasm_ptp_case";"Pagamentos";"Bloqueio ou Desbloqueio de Pagamentos";"Bloquear ou desbloquear pagamento a fornecedor";"0";"";"8";"0";"preciso bloquear o pagamento de uma nota | segura o pagamento desse fornecedor | quero desbloquear um pagamento que está travado | liberar pagamento bloqueado do fornecedor | suspender pagamento da NF por divergência";"Volume baixo (64 em 12 meses). Sem bloqueador, mas soma 26 perguntas e passa do limite de 20, então hoje abre como janela. Bloquear e desbloquear são duas opções de uma mesma pergunta que o usuário já diz na primeira frase; não vale dividir.";"a45ea79c1ba5ed90a530426fe54bcbc9"
"baixa";"conversacional_com_ajustes";"baixo";"55";"64";"x_nasm_rtr_case";"Ativo Fixo";"Registros IFRS 16";"Solicitar registro de contrato de arrendamento (IFRS 16)";"0";"";"3";"1";"registrar contrato de aluguel no IFRS 16 | novo contrato de arrendamento para contabilizar | lançar leasing de veículos | registro IFRS 16 de imóvel alugado | contrato de locação precisa entrar no IFRS";"Volume baixo (64 em 12 meses). Sem bloqueador e só 3 perguntas próprias; falta explicar a sigla IFRS 16 na descrição e trocar a variável Attachment por anexo no fim da conversa.";"a304ae8c1b6d2590a530426fe54bcb1b"
"baixa";"conversacional_com_ajustes";"baixo";"60";"63";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Atendimento a Franquias";"Solicitar análise de pedido de franquia";"0";"";"9";"1";"preciso de análise de um pedido de franquia | franqueado pediu reembolso do pedido | estornar valor EmanaPay de um pedido de franqueado | pedido do franqueado com problema | reembolso de pedido pago no Capta";"Poucas perguntas e sem bloqueador, mas sem descrição e com nome genérico que colide com qualquer assunto de franquia. O ramo ""reembolso"" (tipo_de_solicitacao = 1) só acrescenta 4 valores, então não vale dividir. Há um Rich Text Label duplicando o label de detalhamento.";"71b073b033084b9498331c07ee5c7b88"
"baixa";"conversacional_com_ajustes";"baixo";"65";"62";"x_nasm_finance_case";"Varejo e Fechamento de Caixa";"Solicitar tratativa da loja";"Reportar inconsistência na loja";"0";"";"5";"1";"tem uma inconsistência na loja | preciso de tratativa para um problema na loja franqueada | divergência nos lançamentos da loja | problema financeiro na loja, a quem recorro?";"Item simples: loja, empresa, supervisor, gerente aprovador e descrição livre. Falta descrição que o separe dos itens irmãos de caixa e de pagamentos do varejo; o anexo vai para o final.";"7cc6a1dd1bc46558a530426fe54bcbb9"
"baixa";"conversacional_com_ajustes";"baixo";"45";"61";"x_nasm_hr_case";"Celebrações e Eventos da Jornada do Colaborador";"Celebrações e Eventos da Jornada da pessoa Colaboradora";"Dúvidas sobre celebrações e eventos para colaboradores";"0";"";"6";"1";"quando vai ser a comemoração do dia das mães | não recebi o presente do dia dos pais | dúvida sobre evento de fim de ano | quero informação sobre a celebração de tempo de casa | meu colega não foi convidado para o evento";"Item simples (7 perguntas) bloqueado apenas pelo client script EY: Add Option, que injeta a opção 'Celebrações de Pais e Mães' conforme o idioma. Resolvendo isso e ajustando labels, fica bom para conversa. Volume baixo mas crescente (30 nos últimos 90 dias).";"0f3d986c87508390ec360e530cbb35c5"
"baixa";"dividir";"medio";"15";"57";"x_nasm_hr_case";"Dados Pessoais";"Solicitação de modificação de Dados Pessoais";"Solicitar alteração de dados pessoais (América Hispânica)";"3";"Alterar dados bancários para pagamento de salário | Alterar endereço no cadastro do RH | Alterar dependentes no cadastro do RH";"0";"3";"quiero cambiar mi cuenta bancaria | preciso atualizar meu endereço | cambiar mi domicilio | quero incluir um dependente";"O select v_select_category (banco, endereço, dependentes) muda todo o formulário via 9 UI policies, somando 34 perguntas (acima do limite de 20) e um client script sem VA Supported. Cada ramo é uma intenção clara ('mudar minha conta', 'mudar meu endereço'); separados, cada item fica com 3 a 10 perguntas e sem scripts de opções.";"bd7ff4121bb41690514cbaef4b4bcb86"
"baixa";"conversacional_com_ajustes";"medio";"30";"57";"x_nasm_hr_case";"Reembolsos";"Solicitação de Outros Reembolsos de Saúde";"Pedir outros reembolsos de saúde";"0";"";"4";"2";"Quero reembolso das minhas lentes | Reembolso de despesas da gravidez | Como peço reembolso de óculos? | reintegro de lentes | reembolso de coaching";"Poucas perguntas próprias (tipo de reembolso e, para gravidez, mês e ano), mas as opções do tipo de reembolso são filtradas por país por dois client scripts, um deles sem VA Supported, o que bloqueia a conversa. Trocando o filtro por Lookup/Reference numa tabela de tipos por país e montando a data no servidor, o item fica conversacional. Volume baixo.";"56bb98421b709290514cbaef4b4bcb82"
"baixa";"manter_formulario";"medio";"35";"56";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Pagamentos Complementares de Transferência Nacional";"Solicitar pacote de transferência nacional";"0";"";"0";"0";"colaborador vai ser transferido para outra cidade | pacote de transferência nacional | auxílio aluguel para funcionário transferido | ajuda de mudança para transferência definitiva";"35 perguntas com três ramos por tipo de transferência, checkboxes de pacote de pagamento, elegibilidade com exceção e anexos, e 6 client scripts; volume baixo (56/ano) e uso por gestor/BP. A lógica é intrincada demais para ganhar com conversa; melhor manter o formulário e deixá-lo fácil de achar.";"b47e88791b3bd154d1abda4ce54bcbb5"
"baixa";"conversacional_com_ajustes";"baixo";"55";"52";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Solicitação de cadastro de pensão alimentícia";"Cadastrar pensão alimentícia";"0";"";"9";"1";"preciso cadastrar pensão alimentícia | recebi ofício do juiz para descontar pensão | mudou a conta da pensão do meu filho | incluir pensão alimentícia na folha";"Perguntas simples e lineares (dados do beneficiário e conta), sem bloqueadores. Falta uma variável de anexo de verdade para a decisão judicial (hoje só um rich text 'Attach letter'), labels em pt-BR e trocar validações por Validation Regex.";"64e980ff1bc37c10a530426fe54bcbf3"
"baixa";"conversacional_com_ajustes";"baixo";"45";"50";"x_nasm_ptp_case";"Outros Serviços";"Solicitação de acesso ao portal GED";"Solicitar acesso ao portal GED (Gestão Eletrônica de Documentos)";"0";"";"5";"2";"preciso de acesso ao GED | quero acesso ao portal de gestão eletrônica de documentos | liberar GED igual ao do meu colega | não tenho acesso ao portal GED | acesso ao GED para a ilha de fornecedores";"Pedido de acesso simples, 10 perguntas e volume baixo (50). Quatro perguntas são dados do próprio usuário (matrícula, e-mail, telefone, nome) que dá para auto-preencher, e a policy 'Read Only Fields in Target View' sem condição deixaria essas e outras perguntas read-only na conversa. GED não está por extenso e o nome/descrição não dizem para que serve o portal.";"1b4c8d151b5da118d1abda4ce54bcb4b"
"baixa";"conversacional_com_ajustes";"baixo";"60";"48";"x_nasm_finance_case";"Frotas";"Dúvidas sobre veículo corporativo";"Tirar dúvida sobre veículo corporativo";"0";"";"6";"1";"recebi uma multa com o carro da empresa, o que faço? | como agendo a manutenção do carro corporativo? | vou sair da empresa, como devolvo o carro? | tenho direito a carro da empresa? | por que descontaram o carro na minha folha? | dúvida upgrade veículo frota";"Item de dúvida com um processo principal e quatro select boxes de subtipo, todas com o mesmo label ""What type of doubt do you have?"", o que confunde a conversa. Sem scripts e sem bloqueadores. Basta dar labels distintos, deixar o processo como primeira pergunta e ajustar a descrição.";"da29efb81b08ad18a530426fe54bcb42"
"baixa";"manter_formulario";"baixo";"45";"48";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Contabilização e Conciliação de Folha de Pagamento";"Solicitar lançamento, reclassificação ou relatório contábil da folha";"0";"";"0";"0";"preciso reclassificar um lançamento da folha | relatório contábil da folha no SAP | lançamento contábil de folha no TOTVS | conciliação da folha de pagamento";"Pedido técnico de baixo volume (48/ano) usado por áreas financeiras, com download de templates por sistema contábil (E1, SAP, TOTVS, LINX) e oito select boxes de empresa duplicados por sistema. A conversa não traz ganho proporcional; vale só consolidar variáveis e melhorar nome/descrição para o VA abrir o formulário.";"915e4ed31b3311d4a530426fe54bcbfe"
"baixa";"conversacional_com_ajustes";"baixo";"55";"48";"x_nasm_hr_case";"Rescisão";"Solicitações relacionadas à rescisão";"Solicitar extrato ou saque de cesantías (indenização por rescisão)";"0";"";"2";"0";"quero sacar minhas cesantías | necesito el certificado de cesantías | retiro parcial de cesantías para vivienda | preciso do extrato da indenização por rescisão";"Item da Colômbia com 3 perguntas próprias (categoria, detalhe, anexo quando saque) e sem bloqueadores. As duas categorias (extrato/relatório e saque de cesantías) não justificam divisão pelo volume baixo. Falta descrição, a validação de 30 caracteres está em script e o producer script tem as linhas de item comentadas, o que pode quebrar os flows.";"8486edc11b549250514cbaef4b4bcb28"
"baixa";"conversacional_com_ajustes";"medio";"35";"45";"x_nasm_hr_case";"Licenças e Ausências";"Solicitação de Adiantamento e Complemento Previdenciário";"Solicitar adiantamento ou complemento do INSS durante afastamento";"0";"";"6";"2";"estou afastado pelo INSS e preciso de adiantamento | quero pedir o complemento previdenciário | a perícia do INSS está marcada, posso pedir adiantamento? | recebi a carta de concessão do INSS, e agora? | adiantamento de salário durante afastamento";"Duas opções em v_request_type (Adiantamento previdenciário e Complemento de pensão) com poucas perguntas cada, e volume baixo: não vale dividir, basta deixar o tipo como primeira pergunta. O bloqueador é o onSubmit EY: Attach is mandatory, que inspeciona o DOM. As orientações em rich text e o link do formulário de adiantamento devem ir para a descrição.";"55d956d71b3711d4a530426fe54bcb29"
"baixa";"manter_formulario";"baixo";"20";"43";"x_nasm_hr_case";"Serviços Externos";"Jurídico";"Solicitações jurídicas trabalhistas (CTPS, GFIP)";"0";"";"0";"3";"preciso de informação para anotação na carteira de trabalho de um ex-funcionário | solicitação jurídica sobre GFIP | sou advogado e preciso de dados do vínculo de um reclamante | retificar CTPS de ex-colaborador";"Item público e de baixo volume (43 em 12 meses), usado por terceiros (escritórios, empresas) para pedidos jurídicos ligados a vínculo trabalhista. O ramo CTPS (Carteira de Trabalho) pede 13 dados cadastrais e contratuais de uma vez, e o ramo GFIP pede valores e períodos. É um formulário de coleta de dados, não uma conversa. Vale remover os widgets Custom e melhorar nome e descrição para ser encontrado e aberto como link.";"b1f9d1401b75a1d0d1abda4ce54bcb19"
"baixa";"manter_formulario";"baixo";"10";"41";"x_nasm_hr_case";"Empréstimos de emergência";"Solicitações de Empréstimos de Emergência";"Solicitar empréstimo de emergência (América Hispânica)";"0";"";"0";"2";"necesito un préstamo de emergencia | quiero pedir un préstamo a la empresa | cómo cancelo mi préstamo de emergencia? | ya hablé con mi HRBP sobre el préstamo | quiero desistir del préstamo";"37 perguntas, assinatura digital em widget Custom, anexo obrigatório condicionado a país e perfil HRBP, script de opções sem VA Supported e vários GlideAjax. Com baixo volume e conteúdo financeiro e contratual, o custo de conversão não se paga. Manter como formulário, com nome e descrição que façam a VA achar o item e abrir o link.";"a62589461bbc9290514cbaef4b4bcb4d"
"baixa";"conversacional_com_ajustes";"baixo";"50";"38";"x_nasm_hr_case";"Desligamento";"Consulta de estabilidade médica (casos restritos)";"Consultar estabilidade médica antes de desligar (casos restritos)";"0";"";"4";"0";"preciso verificar se o colaborador tem estabilidade antes de desligar | consulta de estabilidade médica | o funcionário voltou de afastamento, posso desligar? | análise de estabilidade para desligamento";"Sem bloqueadores; das 8 perguntas, 4 são auto-preenchidas (ID, CPF, localização e departamento) e podem sumir da conversa. Ficam empresa, colaborador, data prevista e descrição.";"23e1547e1b1ce190d1abda4ce54bcbba"
